# Tiempo(s), X(m), Y(m), Theta_Yaw(rad)
294.00, 31.24, 69.74, -2.36
294.20, 31.12, 69.62, -2.36
294.40, 31.00, 69.33, -1.57
294.60, 31.00, 69.17, -1.57
294.80, 30.88, 68.88, -2.36
295.00, 30.75, 68.75, -2.36
295.20, 30.62, 68.62, -2.36
295.40, 30.50, 68.33, -1.57
295.60, 30.50, 68.17, -1.57
295.80, 30.38, 67.88, -2.36
296.00, 30.25, 67.75, -2.36
296.20, 30.12, 67.62, -2.36
296.40, 30.00, 67.33, -1.57
296.60, 30.00, 67.17, -1.57
296.80, 29.83, 67.00, 3.14
297.00, 29.66, 67.00, 3.14
297.20, 29.49, 67.00, 3.14
297.40, 29.32, 67.00, 3.14
297.60, 29.15, 67.00, 3.14
297.80, 28.98, 67.00, 3.14
298.00, 28.80, 67.00, 3.14
298.20, 28.63, 67.00, 3.14
298.40, 28.46, 67.00, 3.14
298.60, 28.29, 67.00, 3.14
298.80, 28.12, 67.00, 3.14
299.00, 27.95, 67.00, 3.14
299.20, 27.78, 67.00, 3.14
299.40, 27.61, 67.00, 3.14
299.60, 27.44, 67.00, 3.14
299.80, 27.27, 67.00, 3.14
300.00, 27.10, 67.00, 3.14
300.20, 26.93, 67.00, 3.14
300.40, 26.76, 67.00, 3.14
300.60, 26.59, 67.00, 3.14
300.80, 26.41, 67.00, 3.14
301.00, 26.24, 67.00, 3.14
301.20, 26.07, 67.00, 3.14
301.40, 25.90, 67.00, 3.14
301.60, 25.73, 67.00, 3.14
301.80, 25.56, 67.00, 3.14
302.00, 25.39, 67.00, 3.14
302.20, 25.22, 67.00, 3.14
302.40, 25.05, 67.00, 3.14
302.60, 24.88, 67.00, 3.14
302.80, 24.71, 67.00, 3.14
303.00, 24.54, 67.00, 3.14
303.20, 24.37, 67.00, 3.14
303.40, 24.20, 67.00, 3.14
303.60, 24.02, 67.00, 3.14
303.80, 23.85, 67.00, 3.14
304.00, 23.68, 67.00, 3.14
304.20, 23.51, 67.00, 3.14
304.40, 23.34, 67.00, 3.14
304.60, 23.17, 67.00, 3.14
304.80, 22.88, 66.88, -2.36
305.00, 22.76, 66.76, -2.36
305.20, 22.64, 66.64, -2.36
305.40, 22.52, 66.52, -2.36
305.60, 22.40, 66.40, -2.36
305.80, 22.29, 66.29, -2.36
306.00, 22.17, 66.17, -2.36
306.20, 22.05, 66.05, -2.36
306.40, 21.93, 65.93, -2.36
306.60, 21.81, 65.81, -2.36
306.80, 21.69, 65.69, -2.36
307.00, 21.57, 65.57, -2.36
307.20, 21.45, 65.45, -2.36
307.40, 21.33, 65.33, -2.36
307.60, 21.21, 65.21, -2.36
307.80, 21.10, 65.10, -2.36
308.00, 20.98, 64.98, -2.36
308.20, 20.86, 64.86, -2.36
308.40, 20.74, 64.74, -2.36
308.60, 20.62, 64.62, -2.36
308.80, 20.50, 64.50, -2.36
309.00, 20.38, 64.38, -2.36
309.20, 20.26, 64.26, -2.36
309.40, 20.14, 64.14, -2.36
309.60, 20.02, 64.02, -2.36
309.80, 19.90, 63.90, -2.36
310.00, 19.79, 63.79, -2.36
310.20, 19.67, 63.67, -2.36
310.40, 19.55, 63.55, -2.36
310.60, 19.43, 63.43, -2.36
310.80, 19.31, 63.31, -2.36
311.00, 19.19, 63.19, -2.36
311.20, 19.07, 63.07, -2.36
311.40, 18.95, 62.95, -2.36
311.60, 18.83, 62.83, -2.36
311.80, 18.71, 62.71, -2.36
312.00, 18.60, 62.60, -2.36
312.20, 18.48, 62.48, -2.36
312.40, 18.36, 62.36, -2.36
312.60, 18.24, 62.24, -2.36
312.80, 18.12, 62.12, -2.36
313.00, 18.00, 61.83, -1.57
313.20, 18.00, 61.67, -1.57
313.40, 18.00, 61.50, -1.57
313.60, 18.00, 61.33, -1.57
313.80, 18.00, 61.17, -1.57
314.00, 18.00, 61.00, -1.57
314.20, 18.00, 60.83, -1.57
314.40, 18.00, 60.67, -1.57
314.60, 18.00, 60.50, -1.57
314.80, 18.00, 60.33, -1.57
315.00, 18.00, 60.17, -1.57
315.20, 18.00, 60.00, -1.57
315.40, 18.00, 59.83, -1.57
315.60, 18.00, 59.67, -1.57
315.80, 18.00, 59.50, -1.57
316.00, 18.00, 59.33, -1.57
316.20, 18.00, 59.17, -1.57
316.40, 18.00, 59.00, -1.57
316.60, 18.00, 58.83, -1.57
316.80, 18.00, 58.67, -1.57
317.00, 18.00, 58.50, -1.57
317.20, 18.00, 58.33, -1.57
317.40, 18.00, 58.17, -1.57
317.60, 18.17, 58.00, 0.00
317.80, 18.33, 58.00, 0.00
318.00, 18.50, 58.00, 0.00
318.20, 18.67, 58.00, 0.00
318.40, 18.83, 58.00, 0.00
318.60, 19.00, 58.00, 0.00
318.80, 19.17, 58.00, 0.00
319.00, 19.33, 58.00, 0.00
319.20, 19.50, 58.00, 0.00
